Unnamed: 0,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal
20926,1992,Barcelone,aviron,aviron, Viorica Neculai,Roumanie,Women,huit avec barreur (8+),argent
20927,1992,Barcelone,aviron,aviron, Ioana Olteanu,Roumanie,Women,huit avec barreur (8+),argent
20928,1992,Barcelone,aviron,aviron, Maria Padurariu,Roumanie,Women,huit avec barreur (8+),argent
20929,1992,Barcelone,aviron,aviron, Doina Robu,Roumanie,Women,huit avec barreur (8+),argent
20930,1992,Barcelone,aviron,aviron, Doina Liliana Snep,Roumanie,Women,huit avec barreur (8+),argent
20931,1992,Barcelone,aviron,aviron, Milan Jansa,Slovénie,Men,quatre sans barreur (4-),bronze
20932,1992,Barcelone,aviron,aviron, Janez Klemencic,Slovénie,Men,quatre sans barreur (4-),bronze
20933,1992,Barcelone,aviron,aviron, Saso Mirjanic,Slovénie,Men,quatre sans barreur (4-),bronze
20934,1992,Barcelone,aviron,aviron, Sadik Mujkic,Slovénie,Men,quatre sans barreur (4-),bronze
20935,1992,Barcelone,aviron,aviron, Andrew Cooper,Australie,Men,quatre sans barreur (4-),or
20936,1992,Barcelone,aviron,aviron, Nicholas Green,Australie,Men,quatre sans barreur (4-),or
20937,1992,Barcelone,aviron,aviron, Mike Mckay,Australie,Men,quatre sans barreur (4-),or
20938,1992,Barcelone,aviron,aviron, James Tomkins,Australie,Men,quatre sans barreur (4-),or
20939,1992,Barcelone,aviron,aviron, Thomas Robert Bohrer,États-Unis,Men,quatre sans barreur (4-),argent
20940,1992,Barcelone,aviron,aviron, William Douglas Burden,États-Unis,Men,quatre sans barreur (4-),argent
20941,1992,Barcelone,aviron,aviron, Patrick Francis Jr. Manning,États-Unis,Men,quatre sans barreur (4-),argent
20942,1992,Barcelone,aviron,aviron, Jeffrey Dean Mclaughlin,États-Unis,Men,quatre sans barreur (4-),argent
20943,1992,Barcelone,aviron,aviron, Michal Cieslak,Pologne,Men,coquille à quatre cornes avec barreur (4-),bronze
20944,1992,Barcelone,aviron,aviron, Wojciech Jankowski,Pologne,Men,coquille à quatre cornes avec barreur (4-),bronze
20945,1992,Barcelone,aviron,aviron, Maciej Lasicki,Pologne,Men,coquille à quatre cornes avec barreur (4-),bronze
20946,1992,Barcelone,aviron,aviron, Jacek Streich,Pologne,Men,coquille à quatre cornes avec barreur (4-),bronze
20947,1992,Barcelone,aviron,aviron, Tomasz Tomiak,Pologne,Men,coquille à quatre cornes avec barreur (4-),bronze
20948,1992,Barcelone,aviron,aviron, Dimitrie Popescu,Roumanie,Men,coquille à quatre cornes avec barreur (4-),or
20949,1992,Barcelone,aviron,aviron, Dumitru Raducanu,Roumanie,Men,coquille à quatre cornes avec barreur (4-),or
20950,1992,Barcelone,aviron,aviron, Iulica Ruican,Roumanie,Men,coquille à quatre cornes avec barreur (4-),or
20951,1992,Barcelone,aviron,aviron, Nicolaie Taga,Roumanie,Men,coquille à quatre cornes avec barreur (4-),or
20952,1992,Barcelone,aviron,aviron, Viorel Talapan,Roumanie,Men,coquille à quatre cornes avec barreur (4-),or
20953,1992,Barcelone,aviron,aviron, Ralf Brudel,Allemagne,Men,coquille à quatre cornes avec barreur (4-),argent
20954,1992,Barcelone,aviron,aviron, Karsten Finger,Allemagne,Men,coquille à quatre cornes avec barreur (4-),argent
20955,1992,Barcelone,aviron,aviron, Uwe Jörg Kellner,Allemagne,Men,coquille à quatre cornes avec barreur (4-),argent
20956,1992,Barcelone,aviron,aviron, Thoralf Peters,Allemagne,Men,coquille à quatre cornes avec barreur (4-),argent
20957,1992,Barcelone,aviron,aviron, Hendrik Reiher,Allemagne,Men,coquille à quatre cornes avec barreur (4-),argent
20958,1992,Barcelone,aviron,aviron, Stephanie Maxwell Pierson,États-Unis,Women,paire sans barreur (2-),bronze
20959,1992,Barcelone,aviron,aviron, Anna B. Seaton,États-Unis,Women,paire sans barreur (2-),bronze
20960,1992,Barcelone,aviron,aviron, Kathleen Heddle,Canada,Women,paire sans barreur (2-),or
20961,1992,Barcelone,aviron,aviron, Marnie Elizabeth Mcbean,Canada,Women,paire sans barreur (2-),or
20962,1992,Barcelone,aviron,aviron, Ingeburg Schwerzmann,Allemagne,Women,paire sans barreur (2-),argent
20963,1992,Barcelone,aviron,aviron, Stefani Werremeier,Allemagne,Women,paire sans barreur (2-),argent
20964,1992,Barcelone,aviron,aviron, Dimitrie Popescu,Roumanie,Men,coquille à deux avec barreur (2+),bronze
20965,1992,Barcelone,aviron,aviron, Dumitru Raducanu,Roumanie,Men,coquille à deux avec barreur (2+),bronze
20966,1992,Barcelone,aviron,aviron, Nicolaie Taga,Roumanie,Men,coquille à deux avec barreur (2+),bronze
20967,1992,Barcelone,aviron,aviron, Garry Gerard Paul Herbert,Royaume-Uni,Men,coquille à deux avec barreur (2+),or
20968,1992,Barcelone,aviron,aviron, Gregory Mark Pascol Searle,Royaume-Uni,Men,coquille à deux avec barreur (2+),or
20969,1992,Barcelone,aviron,aviron, Jonathan William Searle,Royaume-Uni,Men,coquille à deux avec barreur (2+),or
20970,1992,Barcelone,aviron,aviron, Carmine Abbagnale,Italie,Men,coquille à deux avec barreur (2+),argent
20971,1992,Barcelone,aviron,aviron, Giuseppe Abbagnale,Italie,Men,coquille à deux avec barreur (2+),argent
20972,1992,Barcelone,aviron,aviron, Giuseppe Di Capua,Italie,Men,coquille à deux avec barreur (2+),argent
20973,1992,Barcelone,aviron,aviron, Alessandro Corona,Italie,Men,sculls quadruples sans barreur (4x),bronze
20974,1992,Barcelone,aviron,aviron, Gianluca Farina,Italie,Men,sculls quadruples sans barreur (4x),bronze
20975,1992,Barcelone,aviron,aviron, Rossano Galtarossa,Italie,Men,sculls quadruples sans barreur (4x),bronze
20976,1992,Barcelone,aviron,aviron, Filippo Soffici,Italie,Men,sculls quadruples sans barreur (4x),bronze
20977,1992,Barcelone,aviron,aviron, Andreas Hajek,Allemagne,Men,sculls quadruples sans barreur (4x),or
20978,1992,Barcelone,aviron,aviron, Michael Steinbach,Allemagne,Men,sculls quadruples sans barreur (4x),or
20979,1992,Barcelone,aviron,aviron, Stephan Volkert,Allemagne,Men,sculls quadruples sans barreur (4x),or
20980,1992,Barcelone,aviron,aviron, Andre Willms,Allemagne,Men,sculls quadruples sans barreur (4x),or
20981,1992,Barcelone,aviron,aviron, Lars Bjönness,Norvège,Men,sculls quadruples sans barreur (4x),argent
20982,1992,Barcelone,aviron,aviron, Per Albert Sätersdal,Norvège,Men,sculls quadruples sans barreur (4x),argent
20983,1992,Barcelone,aviron,aviron, Rolf Bernt Thorsen,Norvège,Men,sculls quadruples sans barreur (4x),argent
20984,1992,Barcelone,aviron,aviron, Kjetil Undset,Norvège,Men,sculls quadruples sans barreur (4x),argent
20985,1992,Barcelone,aviron,aviron, Ekaterina Karsten,Équipe unifiée de l'ex-URSS,Women,sculls quadruples sans barreur (4x),bronze
20986,1992,Barcelone,aviron,aviron, Elena Khloptseva,Équipe unifiée de l'ex-URSS,Women,sculls quadruples sans barreur (4x),bronze
20987,1992,Barcelone,aviron,aviron, Tatiana Ustyuzhanina,Équipe unifiée de l'ex-URSS,Women,sculls quadruples sans barreur (4x),bronze
20988,1992,Barcelone,aviron,aviron, Antonina Zelikovitch,Équipe unifiée de l'ex-URSS,Women,sculls quadruples sans barreur (4x),bronze
20989,1992,Barcelone,aviron,aviron, Kerstin Müller,Allemagne,Women,sculls quadruples sans barreur (4x),or
20990,1992,Barcelone,aviron,aviron, Kristina Mundt,Allemagne,Women,sculls quadruples sans barreur (4x),or
20991,1992,Barcelone,aviron,aviron, Birgit Peter,Allemagne,Women,sculls quadruples sans barreur (4x),or
20992,1992,Barcelone,aviron,aviron, Sybille Schmidt,Allemagne,Women,sculls quadruples sans barreur (4x),or
20993,1992,Barcelone,aviron,aviron, Constanta Burcica,Roumanie,Women,sculls quadruples sans barreur (4x),argent
20994,1992,Barcelone,aviron,aviron, Veronica Cochelea,Roumanie,Women,sculls quadruples sans barreur (4x),argent
20995,1992,Barcelone,aviron,aviron, Anisoara Dobre,Roumanie,Women,sculls quadruples sans barreur (4x),argent
20996,1992,Barcelone,aviron,aviron, Doina Ignat,Roumanie,Women,sculls quadruples sans barreur (4x),argent
20997,1992,Barcelone,aviron,aviron, Kajetan Broniewski,Pologne,Men,sculls simples (1x),bronze
20998,1992,Barcelone,aviron,aviron, Thomas Lange,Allemagne,Men,sculls simples (1x),or
20999,1992,Barcelone,aviron,aviron, Vaclav Chalupa,Tchécoslovaquie,Men,sculls simples (1x),argent
21000,1992,Barcelone,aviron,aviron, Silken Suzette Laumann,Canada,Women,sculls simples (1x),bronze
21001,1992,Barcelone,aviron,aviron, Elisabeta Lipa,Roumanie,Women,sculls simples (1x),or
21002,1992,Barcelone,aviron,aviron, Annelies Bredael,Belgique,Women,sculls simples (1x),argent
21003,1992,Barcelone,voile,voile, Tonu Toniste,Estonie,Men,470 - dériveur à deux personnes,bronze
21004,1992,Barcelone,voile,voile, Toomas Toniste,Estonie,Men,470 - dériveur à deux personnes,bronze
21005,1992,Barcelone,voile,voile, Jordi Calafat,Espagne,Men,470 - dériveur à deux personnes,or
21006,1992,Barcelone,voile,voile, Francisco Sanchez Luna,Espagne,Men,470 - dériveur à deux personnes,or
21007,1992,Barcelone,voile,voile, Kevin Burnham,États-Unis,Men,470 - dériveur à deux personnes,argent
21008,1992,Barcelone,voile,voile, Morgan Reeser,États-Unis,Men,470 - dériveur à deux personnes,argent
21009,1992,Barcelone,voile,voile, Pamela Healy,États-Unis,Women,470 - dériveur à deux personnes,bronze
21010,1992,Barcelone,voile,voile, Jennifer Isler,États-Unis,Women,470 - dériveur à deux personnes,bronze
21011,1992,Barcelone,voile,voile, Patricia Guerra Cabrera,Espagne,Women,470 - dériveur à deux personnes,or
21012,1992,Barcelone,voile,voile, Theresa Zabell,Espagne,Women,470 - dériveur à deux personnes,or
21013,1992,Barcelone,voile,voile, Leslie Jean Egnot,Nouvelle-Zélande,Women,470 - dériveur à deux personnes,argent
21014,1992,Barcelone,voile,voile, Janet Lee Shearer,Nouvelle-Zélande,Women,470 - dériveur à deux personnes,argent
21015,1992,Barcelone,voile,voile, Lars Detlef Kleppich,Australie,Men,conseil (lechner),bronze
21016,1992,Barcelone,voile,voile, Franck David,France,Men,conseil (lechner),or
21017,1992,Barcelone,voile,voile, Mike Gebhardt,États-Unis,Men,conseil (lechner),argent
21018,1992,Barcelone,voile,voile, Dorien De Vries,Pays-Bas,Women,conseil (lechner),bronze
21019,1992,Barcelone,voile,voile, Barbara Kendall,Nouvelle-Zélande,Women,conseil (lechner),or
21020,1992,Barcelone,voile,voile, Xiaodong Zhang,Chine,Women,conseil (lechner),argent
21021,1992,Barcelone,voile,voile, Robert Gordon Cruikshank,Royaume-Uni,Men,fleet/match race keelboat open (soling),bronze
21022,1992,Barcelone,voile,voile, Lawrie Smith,Royaume-Uni,Men,fleet/match race keelboat open (soling),bronze
21023,1992,Barcelone,voile,voile, Ossie Stewart,Royaume-Uni,Men,fleet/match race keelboat open (soling),bronze
21024,1992,Barcelone,voile,voile, Jesper Bank,Danemark,Men,fleet/match race keelboat open (soling),or
21025,1992,Barcelone,voile,voile, Steen Klaaborg Secher,Danemark,Men,fleet/match race keelboat open (soling),or
21026,1992,Barcelone,voile,voile, Jesper Seier,Danemark,Men,fleet/match race keelboat open (soling),or
21027,1992,Barcelone,voile,voile, James Brady,États-Unis,Men,fleet/match race keelboat open (soling),argent
21028,1992,Barcelone,voile,voile, Douglas Kern,États-Unis,Men,fleet/match race keelboat open (soling),argent
21029,1992,Barcelone,voile,voile, Kevin Mahaney,États-Unis,Men,fleet/match race keelboat open (soling),argent
21030,1992,Barcelone,voile,voile, Jorgen Bojsen Moller,Danemark,Men,le hollandais volant,bronze
21031,1992,Barcelone,voile,voile, Jens Bojsen-Moeller,Danemark,Men,le hollandais volant,bronze
21032,1992,Barcelone,voile,voile, Luis Doreste,Espagne,Men,le hollandais volant,or
21033,1992,Barcelone,voile,voile, Domingo Manrique,Espagne,Men,le hollandais volant,or
21034,1992,Barcelone,voile,voile, Stephen Bourdow,États-Unis,Men,le hollandais volant,argent
21035,1992,Barcelone,voile,voile, Paul Foerster,États-Unis,Men,le hollandais volant,argent
21036,1992,Barcelone,voile,voile, Julia Trotman,États-Unis,Women,dériveur solitaire (europe),bronze
21037,1992,Barcelone,voile,voile, Linda Andersen,Norvège,Women,dériveur solitaire (europe),or
21038,1992,Barcelone,voile,voile, Natalia Via Dufresne,Espagne,Women,dériveur solitaire (europe),argent
21039,1992,Barcelone,voile,voile, Craig John Monk,Nouvelle-Zélande,Men,dériveur solitaire (finn),bronze
21040,1992,Barcelone,voile,voile, Jose Van Der Ploeg,Espagne,Men,dériveur solitaire (finn),or
21041,1992,Barcelone,voile,voile, Brian Richard Ledbetter,États-Unis,Men,dériveur solitaire (finn),argent
21042,1992,Barcelone,voile,voile, Mitch Booth,Australie,Men,tornado - multicoque,bronze
21043,1992,Barcelone,voile,voile, John Forbes,Australie,Men,tornado - multicoque,bronze
21044,1992,Barcelone,voile,voile, Nicolas Henard,France,Men,tornado - multicoque,or
21045,1992,Barcelone,voile,voile, Yves Loday,France,Men,tornado - multicoque,or
21046,1992,Barcelone,voile,voile, Keith Notary,États-Unis,Men,tornado - multicoque,argent
21047,1992,Barcelone,voile,voile, Randy Smyth,États-Unis,Men,tornado - multicoque,argent
21048,1992,Barcelone,voile,voile, Eric Albert Jespersen,Canada,Men,open quillard à deux personnes (star),bronze
21049,1992,Barcelone,voile,voile, Ross David Macdonald,Canada,Men,open quillard à deux personnes (star),bronze
21050,1992,Barcelone,voile,voile, Harold Haenel,États-Unis,Men,open quillard à deux personnes (star),or
21051,1992,Barcelone,voile,voile, Mark Jeffrey Reynolds,États-Unis,Men,open quillard à deux personnes (star),or
21052,1992,Barcelone,voile,voile, Donald John Cowie,Nouvelle-Zélande,Men,open quillard à deux personnes (star),argent
21053,1992,Barcelone,voile,voile, Roderick Hopkins Davis,Nouvelle-Zélande,Men,open quillard à deux personnes (star),argent
21054,1992,Barcelone,tir sportif,tir sportif, Maria Grozdeva,Bulgarie,Women,pistolet à air comprimé 10m (40 tirs),bronze
21055,1992,Barcelone,tir sportif,tir sportif, Marina Logvinenko,Équipe unifiée de l'ex-URSS,Women,pistolet à air comprimé 10m (40 tirs),or
21056,1992,Barcelone,tir sportif,tir sportif, Jasna Sekaric,participants olympiques/paralympiques indépendants,Women,pistolet à air comprimé 10m (40 tirs),argent
21057,1992,Barcelone,tir sportif,tir sportif, Sorin Babii,Roumanie,Men,pistolet à air comprimé 10m (60 tirs),bronze
21058,1992,Barcelone,tir sportif,tir sportif, Yifu Wang,Chine,Men,pistolet à air comprimé 10m (60 tirs),or
21059,1992,Barcelone,tir sportif,tir sportif, Serguei Pyzhyanov,Équipe unifiée de l'ex-URSS,Men,pistolet à air comprimé 10m (60 tirs),argent
21060,1992,Barcelone,tir sportif,tir sportif, Aranka Binder,participants olympiques/paralympiques indépendants,Women,carabine à air comprimé 10m (40 tirs),bronze
21061,1992,Barcelone,tir sportif,tir sportif, Kab-Soon Yeo,"Corée, Sud",Women,carabine à air comprimé 10m (40 tirs),or
21062,1992,Barcelone,tir sportif,tir sportif, Vessela Nikolaeva Letcheva,Bulgarie,Women,carabine à air comprimé 10m (40 tirs),argent
21063,1992,Barcelone,tir sportif,tir sportif, Johann Riederer,Allemagne,Men,carabine à air comprimé 10m (60 tirs),bronze
21064,1992,Barcelone,tir sportif,tir sportif, Iouri Fedkine,Équipe unifiée de l'ex-URSS,Men,carabine à air comprimé 10m (60 tirs),or
21065,1992,Barcelone,tir sportif,tir sportif, Franck Badiou,France,Men,carabine à air comprimé 10m (60 tirs),argent
21066,1992,Barcelone,tir sportif,tir sportif, Dorzhsuren Munkhbayar,Mongolie,Women,25m pistolet (30+30 tirs),bronze
21067,1992,Barcelone,tir sportif,tir sportif, Marina Logvinenko,Équipe unifiée de l'ex-URSS,Women,25m pistolet (30+30 tirs),or
21068,1992,Barcelone,tir sportif,tir sportif, Duihong Li,Chine,Women,25m pistolet (30+30 tirs),argent
21069,1992,Barcelone,tir sportif,tir sportif, Vladimir Vokhmianine,Équipe unifiée de l'ex-URSS,Men,pistolet à tir rapide 25m (60 tirs),bronze
21070,1992,Barcelone,tir sportif,tir sportif, Ralf Schumann,Allemagne,Men,pistolet à tir rapide 25m (60 tirs),or
21071,1992,Barcelone,tir sportif,tir sportif, Afanasijs Kuzmins,Lettonie,Men,pistolet à tir rapide 25m (60 tirs),argent
21072,1992,Barcelone,tir sportif,tir sportif, Ragnar Skanäker,Suède,Men,pistolet 50m (60 tirs),bronze
21073,1992,Barcelone,tir sportif,tir sportif, Konstantine Loukachik,Équipe unifiée de l'ex-URSS,Men,pistolet 50m (60 tirs),or
21074,1992,Barcelone,tir sportif,tir sportif, Yifu Wang,Chine,Men,pistolet 50m (60 tirs),argent
21075,1992,Barcelone,tir sportif,tir sportif, Malgorzata Ksiazkiewicz,Pologne,Women,50m carabine 3 positions (3x20 tirs),bronze
21076,1992,Barcelone,tir sportif,tir sportif, Launi Kay Meili,États-Unis,Women,50m carabine 3 positions (3x20 tirs),or
21077,1992,Barcelone,tir sportif,tir sportif, Nonka Detcheva Matova,Bulgarie,Women,50m carabine 3 positions (3x20 tirs),argent
21078,1992,Barcelone,tir sportif,tir sportif, Ryohei Koba,Japon,Men,carabine 50m 3 positions (3x40 tirs),bronze
21079,1992,Barcelone,tir sportif,tir sportif, Gratchia Gratsian Hrachya Petikyan,Équipe unifiée de l'ex-URSS,Men,carabine 50m 3 positions (3x40 tirs),or
21080,1992,Barcelone,tir sportif,tir sportif, Robert James Foth,États-Unis,Men,carabine 50m 3 positions (3x40 tirs),argent
21081,1992,Barcelone,tir sportif,tir sportif, Stevan Pletikosic,participants olympiques/paralympiques indépendants,Men,50m carabine couchée (60 tirs),bronze
21082,1992,Barcelone,tir sportif,tir sportif, Eun-Chul Lee,"Corée, Sud",Men,50m carabine couchée (60 tirs),or
21083,1992,Barcelone,tir sportif,tir sportif, Harald Stenvaag,Norvège,Men,50m carabine couchée (60 tirs),argent
21084,1992,Barcelone,tir sportif,tir sportif, Lubos Racansky,Tchécoslovaquie,Men,cible de course de 50m (30+30 tirs),bronze
21085,1992,Barcelone,tir sportif,tir sportif, Michael Jakosits,Allemagne,Men,cible de course de 50m (30+30 tirs),or
21086,1992,Barcelone,tir sportif,tir sportif, Anatoli Asrabaev,Équipe unifiée de l'ex-URSS,Men,cible de course de 50m (30+30 tirs),argent
21087,1992,Barcelone,tir sportif,tir sportif, Bruno Mario Rossetti,Italie,Men,skeet (125 cibles),bronze
21088,1992,Barcelone,tir sportif,tir sportif, Juan Jorge Yarve Jr. Giha,Pérou,Men,skeet (125 cibles),argent
21089,1992,Barcelone,tir sportif,tir sportif, Shan Zhang,Chine,Women,skeet (125 cibles),or
21090,1992,Barcelone,tir sportif,tir sportif, Marco Venturini,Italie,Men,piège (125 cibles),bronze
21091,1992,Barcelone,tir sportif,tir sportif, Petr Hrdlicka,Tchécoslovaquie,Men,piège (125 cibles),or
21092,1992,Barcelone,tir sportif,tir sportif, Kazumi Watanabe,Japon,Men,piège (125 cibles),argent
21093,1992,Barcelone,tennis de table,tennis de table, Hee Chan Kang,"Corée, Sud",Men,doubles,bronze
21094,1992,Barcelone,tennis de table,tennis de table, Taek Soo Kim,"Corée, Sud",Men,doubles,bronze
21095,1992,Barcelone,tennis de table,tennis de table, Chul Seung Lee,"Corée, Sud",Men,doubles,bronze
21096,1992,Barcelone,tennis de table,tennis de table, Nam-Kyu Yoo,"Corée, Sud",Men,doubles,bronze
21097,1992,Barcelone,tennis de table,tennis de table, Lin Lu,Chine,Men,doubles,or
21098,1992,Barcelone,tennis de table,tennis de table, Tao Wang,Chine,Men,doubles,or
21099,1992,Barcelone,tennis de table,tennis de table, Steffen Fetzner,Allemagne,Men,doubles,argent
21100,1992,Barcelone,tennis de table,tennis de table, Jörg Rosskopf,Allemagne,Men,doubles,argent
21101,1992,Barcelone,tennis de table,tennis de table, Cha Ok Hong,"Corée, Sud",Women,doubles,bronze
21102,1992,Barcelone,tennis de table,tennis de table, Jung Hwa Hyun,"Corée, Sud",Women,doubles,bronze
21103,1992,Barcelone,tennis de table,tennis de table, Bun Hui Li,"Corée, Nord",Women,doubles,bronze
21104,1992,Barcelone,tennis de table,tennis de table, Sun Bok Yu,"Corée, Nord",Women,doubles,bronze
21105,1992,Barcelone,tennis de table,tennis de table, Yaping Deng,Chine,Women,doubles,or
21106,1992,Barcelone,tennis de table,tennis de table, Hong Qiao,Chine,Women,doubles,or
21107,1992,Barcelone,tennis de table,tennis de table, Zihe Chen,Chine,Women,doubles,argent
21108,1992,Barcelone,tennis de table,tennis de table, Jun Gao,Chine,Women,doubles,argent
21109,1992,Barcelone,tennis de table,tennis de table, Taek Soo Kim,"Corée, Sud",Men,célibataires,bronze
21110,1992,Barcelone,tennis de table,tennis de table, Wenge Ma,Chine,Men,célibataires,bronze
21111,1992,Barcelone,tennis de table,tennis de table, Jan-Ove Waldner,Suède,Men,célibataires,or
21112,1992,Barcelone,tennis de table,tennis de table, Jean-Philippe Gatien,France,Men,célibataires,argent
21113,1992,Barcelone,tennis de table,tennis de table, Jung Hwa Hyun,"Corée, Sud",Women,célibataires,bronze
21114,1992,Barcelone,tennis de table,tennis de table, Bun Hui Li,"Corée, Nord",Women,célibataires,bronze
21115,1992,Barcelone,tennis de table,tennis de table, Yaping Deng,Chine,Women,célibataires,or
21116,1992,Barcelone,tennis de table,tennis de table, Hong Qiao,Chine,Women,célibataires,argent
21117,1992,Barcelone,tennis,tennis, Javier Frana,Argentine,Men,doubles,bronze
21118,1992,Barcelone,tennis,tennis, Goran Ivanisevic,Croatie,Men,doubles,bronze
21119,1992,Barcelone,tennis,tennis, Christian Carlos Miniussi,Argentine,Men,doubles,bronze
21120,1992,Barcelone,tennis,tennis, Goran Prpic,Croatie,Men,doubles,bronze
21121,1992,Barcelone,tennis,tennis, Boris Franz Becker,Allemagne,Men,doubles,or
21122,1992,Barcelone,tennis,tennis, Michael Stich,Allemagne,Men,doubles,or
21123,1992,Barcelone,tennis,tennis, Wayne Ferreira,Afrique du Sud,Men,doubles,argent
21124,1992,Barcelone,tennis,tennis, Piet Norval,Afrique du Sud,Men,doubles,argent
21125,1992,Barcelone,tennis,tennis, Nicole Anne Louise Bradtke,Australie,Women,doubles,bronze
21126,1992,Barcelone,tennis,tennis, Rachel Jane Mcquillan,Australie,Women,doubles,bronze
21127,1992,Barcelone,tennis,tennis, Leila Meskhi,Équipe unifiée de l'ex-URSS,Women,doubles,bronze
21128,1992,Barcelone,tennis,tennis, Natalya Zvereva,Équipe unifiée de l'ex-URSS,Women,doubles,bronze
21129,1992,Barcelone,tennis,tennis, Gigi Fernandez,États-Unis,Women,doubles,or
21130,1992,Barcelone,tennis,tennis, Mary Joe Fernandez,États-Unis,Women,doubles,or
21131,1992,Barcelone,tennis,tennis, Conchita Martinez,Espagne,Women,doubles,argent
21132,1992,Barcelone,tennis,tennis, Arantxa Sanchez-Vicario,Espagne,Women,doubles,argent
21133,1992,Barcelone,tennis,tennis, Andrei Cherkasov,Équipe unifiée de l'ex-URSS,Men,célibataires,bronze
21134,1992,Barcelone,tennis,tennis, Goran Ivanisevic,Croatie,Men,célibataires,bronze
21135,1992,Barcelone,tennis,tennis, Marc Rosset,Suisse,Men,célibataires,or
21136,1992,Barcelone,tennis,tennis, Jordi Arrese,Espagne,Men,célibataires,argent
21137,1992,Barcelone,tennis,tennis, Mary Joe Fernandez,États-Unis,Women,célibataires,bronze
21138,1992,Barcelone,tennis,tennis, Arantxa Sanchez-Vicario,Espagne,Women,célibataires,bronze
21139,1992,Barcelone,tennis,tennis, Jennifer Capriati,États-Unis,Women,célibataires,or
21140,1992,Barcelone,tennis,tennis, Steffi Graf,Allemagne,Women,célibataires,argent
21141,1992,Barcelone,volleyball,volleyball, Nick Adrian Becker,États-Unis,Men,volleyball,bronze
21142,1992,Barcelone,volleyball,volleyball, Carlos Martin Briceno,États-Unis,Men,volleyball,bronze
21143,1992,Barcelone,volleyball,volleyball, Robert Jan Ctvrtlik,États-Unis,Men,volleyball,bronze
21144,1992,Barcelone,volleyball,volleyball, Scott Thomas Fortune,États-Unis,Men,volleyball,bronze
21145,1992,Barcelone,volleyball,volleyball, Daniel Robert Greenbaum,États-Unis,Men,volleyball,bronze
21146,1992,Barcelone,volleyball,volleyball, Brent William Hilliard,États-Unis,Men,volleyball,bronze
21147,1992,Barcelone,volleyball,volleyball, Bryan Eric Ivie,États-Unis,Men,volleyball,bronze
21148,1992,Barcelone,volleyball,volleyball, Robert Douglas Partie,États-Unis,Men,volleyball,bronze
21149,1992,Barcelone,volleyball,volleyball, Robert Lewis Samuelson,États-Unis,Men,volleyball,bronze
21150,1992,Barcelone,volleyball,volleyball, Eric Sato,États-Unis,Men,volleyball,bronze
21151,1992,Barcelone,volleyball,volleyball, Jeffrey Malcolm Stork,États-Unis,Men,volleyball,bronze
21152,1992,Barcelone,volleyball,volleyball, Steve Dennis Timmons,États-Unis,Men,volleyball,bronze
21153,1992,Barcelone,volleyball,volleyball, Jorge Edson Brito,Brésil,Men,volleyball,or
21154,1992,Barcelone,volleyball,volleyball, Janelson Carvalho,Brésil,Men,volleyball,or
21155,1992,Barcelone,volleyball,volleyball, Douglas Chiarotti,Brésil,Men,volleyball,or
21156,1992,Barcelone,volleyball,volleyball, Andre Felippe Ferreira,Brésil,Men,volleyball,or
21157,1992,Barcelone,volleyball,volleyball, Giovane Gavio,Brésil,Men,volleyball,or
21158,1992,Barcelone,volleyball,volleyball, Antonio Carlos Gouveia,Brésil,Men,volleyball,or
21159,1992,Barcelone,volleyball,volleyball, Mauricio Lima,Brésil,Men,volleyball,or
21160,1992,Barcelone,volleyball,volleyball, Marcelo Negrao,Brésil,Men,volleyball,or
21161,1992,Barcelone,volleyball,volleyball, Talmo Oliveira,Brésil,Men,volleyball,or
21162,1992,Barcelone,volleyball,volleyball, Amauri Ribeiro,Brésil,Men,volleyball,or
21163,1992,Barcelone,volleyball,volleyball, Alexandre Samuel,Brésil,Men,volleyball,or
21164,1992,Barcelone,volleyball,volleyball, Paulo Andre Silva,Brésil,Men,volleyball,or
21165,1992,Barcelone,volleyball,volleyball, Edwin Benne,Pays-Bas,Men,volleyball,argent
21166,1992,Barcelone,volleyball,volleyball, Peter Blange,Pays-Bas,Men,volleyball,argent
21167,1992,Barcelone,volleyball,volleyball, Ronald Boudrie,Pays-Bas,Men,volleyball,argent
21168,1992,Barcelone,volleyball,volleyball, Henk-Jan Held,Pays-Bas,Men,volleyball,argent
21169,1992,Barcelone,volleyball,volleyball, Marko Klok,Pays-Bas,Men,volleyball,argent
21170,1992,Barcelone,volleyball,volleyball, Jan Posthuma,Pays-Bas,Men,volleyball,argent
21171,1992,Barcelone,volleyball,volleyball, Avital Selinger,Pays-Bas,Men,volleyball,argent
21172,1992,Barcelone,volleyball,volleyball, Martin Teffer,Pays-Bas,Men,volleyball,argent
21173,1992,Barcelone,volleyball,volleyball, Martin Van Der Horst,Pays-Bas,Men,volleyball,argent
21174,1992,Barcelone,volleyball,volleyball, Olof Van Der Meulen,Pays-Bas,Men,volleyball,argent
21175,1992,Barcelone,volleyball,volleyball, Ronald Zoodsma,Pays-Bas,Men,volleyball,argent
21176,1992,Barcelone,volleyball,volleyball, Ronald Zwerver,Pays-Bas,Men,volleyball,argent
21177,1992,Barcelone,volleyball,volleyball, Janet Marie Cobbs,États-Unis,Women,volleyball,bronze
21178,1992,Barcelone,volleyball,volleyball, Tara Cross-Battle,États-Unis,Women,volleyball,bronze
